Tweets,len,ID,Date,Source,Likes,RTs,User Location,Geo,Coordinates,SA
"RT @ajplus: Newborn babies in Thailand are being given face shields to protect them from #COVID19. The country has registered 2,473 cases a…",140,1248755851613085696,Fri Apr 10 23:32:50 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,1331,nan,nan,nan,0.0
"RT @ariasborque: Siempre viene bien recordar estas cosas... 

👉 Lo que decía García Ferreras, que ahora insulta a los críticos con el Gobie…",140,1248881205543669760,Sat Apr 11 07:50:57 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,3,nan,nan,nan,0.7
"RT @OMSComores: Campagne de #prévention contre le #CORONAVIRUS : comment bien se laver les mains ? 
Aux Comores, toute la population est #s…",140,1248882028977827840,Sat Apr 11 07:54:13 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,16,nan,nan,nan,0.0
"RT @Conflits_FR: 🇫🇷 Pandémie de #coronavirus : Avec le #confinement lié au #Covid_19, le nombre de morts sur les routes en #France a baissé…",140,1248949786650296321,Sat Apr 11 12:23:28 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,306,nan,nan,nan,0.0
"Todos a Telegram. 
But... Whatsapp will never die. https://t.co/DnMuNES5M2",74,1249045898241458177,Sat Apr 11 18:45:22 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,nan,nan,nan,0.0
"RT @HLGatell: Parte de la preparación ante la epidemia de #COVID19 es garantizar la disponibilidad de sangre, por lo que hoy llamamos a don…",140,1249139671713669120,Sun Apr 12 00:58:00 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,1114,nan,nan,nan,0.0
"#Coronavirus: Why has the virus hit African Americans so hard?

#US 

https://t.co/uyNqF37Njx",93,1249259096416686081,Sun Apr 12 08:52:33 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,0,nan,nan,nan,-0.14583333333333334
RT @DrEricDing: Not just lung damage. “But clinicians around the world are seeing evidence that suggests the virus also may be causing hear…,140,1250438698883141641,Wed Apr 15 14:59:52 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1259,nan,nan,nan,0.0
@AirlinesAntonov @AntonovCompany  #An225 #Mriya to największy samolot świta. 14 oraz 15 kwietnia gościł na @ChopinAirport z transportem min. maseczek przeciw #covid19. Więcej o tym samolocie w 41 odcinku #Future40: https://t.co/Sg0qqSTPLx oraz https://t.co/198JDTH0kO https://t.co/DfJKklIi1x,291,1250451184256761856,Wed Apr 15 15:49:29 +0000 2020,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",0,0,nan,nan,nan,0.5
"@Chandanjhaji @keypedwarrior हमारे यहां मुसलमान सफाई कर्मचारी नहीं होते
और एक खबर है
सायद सिख भी की हम जितने हिन्दू_मुसलमान है उतने भारतीय भी
निवेदन है हिन्दू की दुहाई देने वालो को इसका  अनुवाद जरूर बता दीजिएगा
relatives did not participate in the funeral due to fears of #coronavirus
https://t.co/fEfuKcYduZ",308,1250521318140735489,Wed Apr 15 20:28:10 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,nan,nan,nan,-0.125
RT @Johnrashton47: 🦠This is the next criminal scandal. The government were warned. What is the Ro in prison? This could be at least as bad…,139,1251197466558574592,Fri Apr 17 17:14:56 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,156,nan,nan,nan,-0.35
"Amazing!!! The Beautiful moment this #Covid19 patient was extubated and she started breathing by herself👏👏👏👏👏👏❤️
.
.

https://t.co/Qxd2kx4QHH https://t.co/xSnU7nd643",165,1251227971131768833,Fri Apr 17 19:16:09 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,1,nan,nan,nan,0.7250000000000001
"RT @BT21_: For you, 
for us, 
for everyone. 🙏🏼

#StayatHome #SocialDistancing #SelfQuarantine #FlatteningtheCurve #Hygiene #Health #COVID19…",140,1251386774129201156,Sat Apr 18 05:47:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,30527,nan,nan,nan,0.0
RT @SkyAlertMx: Los contagios por #covid19 en Sudamérica continúan aumentando aceleradamente -principalmente- en Brasil y Perú (en 8 días d…,140,1252409458723962881,Tue Apr 21 01:30:58 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,225,nan,nan,nan,0.16666666666666666
RT @Naveen_Odisha: Biju Babu was a staunch advocate of decentralization of power and empowerment of Panchayats to strengthen democracy at g…,140,1253764081657491461,Fri Apr 24 19:13:45 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,182,nan,nan,nan,0.0
"RT @JewelsJourneys: I applied over a month ago, claimed my weeks and still nothing. Rent is due on the 1st and we have to pay our utilities…",140,1253796902975438850,Fri Apr 24 21:24:10 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,4,nan,nan,nan,-0.125
RT @PeterXinping: Nahhh Man This Really Is The Most Racist Thing I’ve Seen In A While. Why Put Your Time And Effort Into Making This?? Chen…,140,1253884325373894657,Sat Apr 25 03:11:33 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,629,nan,nan,nan,0.35
Psssst...history :-) #COVIDIOTS https://t.co/WIPg7vBOjA,55,1254656969161322497,Mon Apr 27 06:21:46 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,nan,nan,nan,0.5
RT @DTA_Listens: 🚨New: #DTA received approval from the @USDANutrition to issue an additional #SNAP payment to bring families’ benefits up t…,140,1256359772166721536,Fri May 01 23:08:06 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,9,nan,nan,nan,0.13636363636363635
Be inspired by the spirit of the Italian people + share your empathy daily! https://t.co/Hchg7i6ZOl #covid19 #communityspirit #resilience https://t.co/Az4WDjqTAp,161,1260473611984527368,Wed May 13 07:35:02 +0000 2020,"<a href=""https://www.chimpify.de/"" rel=""nofollow"">Chimpify</a>",0,0,nan,nan,nan,0.0
"RT @SkyNews: The number of confirmed cases of #coronavirus in Brazil has now surpassed that of Spain and Italy, official figures show https…",140,1262033764022202369,Sun May 17 14:54:31 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,90,nan,nan,nan,0.4
"RT @Banquemondiale: Comment réduire l'impact de la pandémie de #COVID19 sur les + vulnérables ?
➡️ Les agriculteurs doivent pouvoir planter…",140,1262427354800021506,Mon May 18 16:58:30 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,4,nan,nan,nan,0.16666666666666666
"RT @CCIcotedazur: [🔴enquête FLASH sur la #cotedazur ] Dirigeants, quel est l'impact du #coronavirus sur votre activité économique ?
Aidez n…",140,1235225821054488577,Wed Mar 04 15:29:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,10,nan,nan,nan,-0.275
"RT @tedlieu: It is a fair question to ask whether the lack of testing is due to gross incompetence by the @realDonaldTrump Administration,…",139,1235316236315168769,Wed Mar 04 21:28:36 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,2695,nan,nan,nan,0.19166666666666665
"RT @DrTedros: Very productive call with Kyung-wha Kang, Minister @MOFAkr_eng. Republic of #Korea is making progress in fighting #COVID19. @…",140,1236673359183777792,Sun Mar 08 15:21:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,185,nan,nan,nan,0.2
"Gas prices going to .50 cents per gallon?

#SARSCoV2l
#covid19 #Covid_19
 #coronavirus",86,1236795286137290757,Sun Mar 08 23:25:49 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,1,nan,nan,nan,0.0
RT @trvrb: One of the most powerful aspects of genomic data for #COVID19 is the ability to make connections between seemingly disparate out…,140,1236947962581794816,Mon Mar 09 09:32:30 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,636,nan,nan,nan,0.4
RT @UNICEFCambodia: We would like to inform our audiences that the news below attributed to UNICEF is fake. UNICEF Cambodia is NOT the auth…,140,1237475872396869632,Tue Mar 10 20:30:13 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,83,nan,nan,nan,-0.5
"RT @labisbeticah: Please, please guys. Here in northern #Italy we made one big mistake. Everybody kept saying ""It's just flu"" and now our i…",140,1237508317653549056,Tue Mar 10 22:39:09 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,69182,nan,nan,nan,0.0
RT @fadlizon: Terima kasih. Kelihatan sekali Pemprov DKI lebih tanggap n punya kapasitas ketimbang pemerintah pusat dlm soal corona.,132,1238584306164887552,Fri Mar 13 21:54:45 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,811,nan,nan,nan,0.25
"RT @faizashaheen: My fav uncle died yesterday. His death wasn’t directly related to Coronavirus, but on-going strains on NHS mean it took 1…",140,1239463984950054913,Mon Mar 16 08:10:16 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,4928,nan,nan,nan,-0.15625
Un discours de président qui sert à rien #EmmanuelMacron !!! Je suis désolé mais pratiquement peu de gens peuvent travailler chez eux !!! Donc obligé d’aller au travail !!! Si ils veulent qu’on reste chez nous il faut confiner tout le monde et puis c’est tout !! #Coronavirus,275,1239635397837291529,Mon Mar 16 19:31:24 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",25,2,nan,nan,nan,-0.8255208333333334
"RT @RealJamesWoods: Dear God, how did this disease come to be in our midst? And the #Coronavirus, too... https://t.co/aGV75Q2HIk",128,1239867477510635525,Tue Mar 17 10:53:36 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,11294,nan,nan,nan,0.0
RT @ProudResister: You were “monitoring” your stock portfolio @SenatorLoeffler and using a private government briefing to profit off the wo…,140,1240880583623966721,Fri Mar 20 05:59:20 +0000 2020,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,180,nan,nan,nan,0.0
"If you're looking to watch some new TV show while being home, I would recommend #Asur on Voot.

#CoronavirusOutbreakindia
#Coronavirus
#AsurOnVoot",146,1240898917203492864,Fri Mar 20 07:12:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9,5,nan,nan,nan,0.13636363636363635
RT @npatricia8: #Covid19 7nouveaux cas positifs à Yaoundé😷! et 167 députés vont se réunir en session ordinaire?🤲pardon protégez les députés…,140,1240906831146385408,Fri Mar 20 07:43:38 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2,nan,nan,nan,-0.1553030303030303
RT @aergid: Singing in unity for #COVID19 #neverwalkalone @RadioCity967 @RadioClydeNews https://t.co/bpk0SsrGf5,111,1240920599901413377,Fri Mar 20 08:38:20 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,10,nan,nan,nan,0.0
"Ahora arremeten contra los médicos chinos, tienen puro abono en la cabeza. Las autoridades chinas son el Partido Comunista, no los doctores you dumbass. https://t.co/CiIM4UgE3q",176,1240987804420767750,Fri Mar 20 13:05:23 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,1,nan,nan,nan,0.07142857142857142
RT @Ayo_Coralie: mais on est que 10 en france à respecter le confinement ou quoi,80,1241037047336448002,Fri Mar 20 16:21:04 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,10475,nan,nan,nan,0.0
"RT @Tomo20309138: テドロス

「武漢は、最も厳しい状況さえも好転させることができるという希望を、世界に与えている」

注：人民日報

武漢から懸命に真実を伝えてきた若者らが行方不明なんだよ。どこ行ったんだよ。探せよ。調査部隊編成しろよ。いつも人権人権言ってんだ…",140,1241266709438140416,Sat Mar 21 07:33:39 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2463,nan,nan,nan,-0.06527777777777778
"RT @ABalagu: Mientras en Catalunya hay una corriente habitual de solidaridad  y gracias a las donaciones de empresas fabricantes de tela, q…",140,1241367389176020992,Sat Mar 21 14:13:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,177,nan,nan,nan,-0.033333333333333326
"RT @makhamzab: #มาช่วยกันทำFaceShieldDIY 

Face Shield เป็นอุปกรณ์ที่สำคัญในการดูแลรักษาผู้ป่วย COVID-19 เพื่อป้องกันน้ำมูก น้ำลาย เสมหะ แล…",140,1241560193701310464,Sun Mar 22 02:59:51 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,974,nan,nan,nan,0.0
"He &amp; Pence must be removed. Time for damage-control has long-since passed. Lives have been lost because the lies,  disorganization, &amp; intent to ignore what’s true. Medical supplies? Nah, he pivots to the auto industry. WTF? Really? https://t.co/hrJvrIv5Bi",263,1241584330964717569,Sun Mar 22 04:35:46 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,0,nan,nan,nan,0.0
"Wellness tips! #COVID19
""Prioritizing mental health is of critical importance during the #coronavirus crisis.""
https://t.co/lqqfuUjyxY https://t.co/q6WooNi0kM",158,1241782357188915200,Sun Mar 22 17:42:39 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,0,nan,nan,nan,-0.05
"RT @Dr_TomSmith_III: U.S. #COVID19 death rate continues to drop:  
https://t.co/qOB1AHym9g",90,1241822632258859008,Sun Mar 22 20:22:42 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,3,nan,nan,nan,0.0
"RT @KayBurley: Very clear message from PM tonight - stay two metres apart or we will make that happen...

‘Further measures’ - euphemism fo…",140,1241875871084040197,Sun Mar 22 23:54:15 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,76,nan,nan,nan,0.06500000000000002
RT @etribune: India urged to release all detained #Kashmiris amid #coronavirus crisis https://t.co/ZcPrvJJCKh,109,1241911896925769728,Mon Mar 23 02:17:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,7,nan,nan,nan,0.0
"RT @MirzhaRedFrame: RASA NAK KE HOSPITAL LAH, NAK CHECK COVID19.

Anda risau anda dapat #COVID19 ? 
Anda rasa anda perlu pergi ke hospital…",139,1241921211384205312,Mon Mar 23 02:54:25 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,33728,nan,nan,nan,0.0
Startups ecosystems are experiencing a violent “stress test” these days. Power asymmetry is largely in favor of investors...  “#VC is a long game and short-term optimisations are rarely the difference between success and failure” @matthewclifford #COVID19  https://t.co/BAyS7upCUd,280,1241981054174605312,Mon Mar 23 06:52:12 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,1,nan,nan,nan,-0.09404761904761906
RT @SteveDeaceShow: Unbelievable — Italy admits it had overestimated its death rate from #coronavirus. And Germany’s death rate is only 0.3…,140,1242041335504306176,Mon Mar 23 10:51:45 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,2289,nan,nan,nan,-0.125
"RT @Balakrishna096: Ambulance traveling became a
Business at #Andhra #Telangana And Telangana Maharastra #Karnataka borders.
#coronavirus…",138,1242045260597022722,Mon Mar 23 11:07:20 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,385,nan,nan,nan,0.0
RT @Heritage: The Islamist regime in Tehran is clearly more interested in controlling information and people than in controlling #COVID19 h…,140,1242058288298168322,Mon Mar 23 11:59:06 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,19,nan,nan,nan,0.375
"RT @MartinSLewis: New UK #coronavirus rules.  DON'T LEAVE HOME apart from

1. Grocery shopping only if u must
2. One exercise a day (alone…",139,1242202530907471872,Mon Mar 23 21:32:17 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,8198,nan,nan,nan,0.06818181818181818
"RT @HuffmanForNC: REMINDER:
Mitch McConnell fought harder for removing Russian sanctions than Kentucky. Is fighting for a cash giveaway for…",140,1242216830157983744,Mon Mar 23 22:29:06 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,386,nan,nan,nan,-0.05
RT @MalcolmNance: We are in severe danger here. Trump has lost his goddamn mind. He is ready to declare #COVID19 as a small “geographical”…,139,1242247502721626115,Tue Mar 24 00:30:59 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,4865,nan,nan,nan,-0.024999999999999994
"RT @JerioVinnie: In #Turkey, people have started to leave food packets on the road for the poor and the needy who cannot earn due to #COVID…",140,1242300190515703809,Tue Mar 24 04:00:20 +0000 2020,"<a href=""http://erased15228818.com"" rel=""nofollow"">erased15228818</a>",0,5290,nan,nan,nan,-0.2625
"RT @SriLankaTweet: Fake Alert❗ 
Social Media posts claim that ""Helicopters will spray disinfectants tonight to eradicate Coronavirus"" False…",140,1242404737518985216,Tue Mar 24 10:55:46 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,19,nan,nan,nan,-0.2888888888888889
RT @asj519: Since when does Miami have mountains?! Spin the globe again sir,75,1242451684523155456,Tue Mar 24 14:02:19 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,16639,nan,nan,nan,0.0
#CoronavirusLockdown #coronavirus #21daysLockdown #COVID19 https://t.co/WrxF42Sswv,82,1242542310405136384,Tue Mar 24 20:02:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",13,6,nan,nan,nan,0.0
RT @tedlieu: Dr. Fauci said 15% of people who contract #COVID19 get so very sick they have to be hospitalized. A recent article shows 38% w…,140,1242544894406770688,Tue Mar 24 20:12:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,3492,nan,nan,nan,-0.4642857142857143
RT @susankihika: The government should pay the cost of the mandatory quarantine. Those being quarantined may not be in a financial position…,140,1242574322209820673,Tue Mar 24 22:09:38 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,262,nan,nan,nan,0.0
"Con el Piratita, ay Dios. https://t.co/Mc1Z8kR0N3",49,1242840818987216896,Wed Mar 25 15:48:36 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,nan,nan,nan,0.0
"RT @BenJolly9: Wuhan: Declared full lockdown after 23 deaths - 2000 deaths

Italy: Declared full lockdown after 52 deaths - 6,802 dead &amp; st…",144,1242919126915563520,Wed Mar 25 20:59:46 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,1690,nan,nan,nan,0.16666666666666666
"RT @f4izalhassan: Dua bulan gaji YAB Perdana Menteri, Menteri dan Timbalan Menteri dipotong dan disalurkan ke Tabung #COVID19. - Pejabat PM…",140,1243071142786502656,Thu Mar 26 07:03:50 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,9363,nan,nan,nan,0.0
"RT @Conflits_FR: 🇫🇷 FLASH INFO - L’ancien président de l’Olympique de #Marseille, Pape Diouf, est atteint du #coronavirus. Il est placé sou…",140,1245077649610989569,Tue Mar 31 19:56:58 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,1367,nan,nan,nan,0.0
"Rainha de bateria desabafa sobre quarentena: 'não vejo a hora disso tudo acabar'

Leia no https://t.co/s7JaBacM2j

#RodrigoTeixeira #MeiaHora #QueIssoGordinho #NandaMarques #quarentena #Coronavirus https://t.co/zVtXDr8l2t",221,1245100631221833728,Tue Mar 31 21:28:17 +0000 2020,"<a href=""https://www.facebook.com/socialmlabs/"" rel=""nofollow"">mLabs - Gestão de Redes Sociais</a>",0,0,nan,nan,nan,0.0
"RT @Arran_jovent: 🗞️ #Cuba, amb bloqueig imperialista des dels anys 60, demostra tenir un sistema sanitari més preparat per la pandèmia #CO…",140,1245254163086352386,Wed Apr 01 07:38:22 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,54,nan,nan,nan,0.4
"COVID-19 Medicines Update April 2, 2020 
https://t.co/tjUvfZEvHW
#Aussie #Australia #Australian #AustralianGovernment #Bushfire #Community #Coronavirus #Covid19 #Crisis #Doctor #Government #Medicine #NACCHO #Pharmacy https://t.co/lpbhABr5Xs",240,1245517914679259137,Thu Apr 02 01:06:26 +0000 2020,"<a href=""http://www.miragenews.com"" rel=""nofollow"">Mirage News Posts</a>",0,0,nan,nan,nan,0.0
El #avance del COVID-19 #también se acelera en África; suman siete mil contagios y 300 fallecidos #covid19   https://t.co/trwZl1KZvn,132,1246044124031201281,Fri Apr 03 11:57:24 +0000 2020,"<a href=""http://geopoliting.com"" rel=""nofollow"">geopoliting</a>",0,0,nan,nan,nan,0.0
#Coronavirus can survive on surfaces for days. So now I resort to this... https://t.co/lOMTFffkeg #NoTouch #HandsOff #Antibacterial #StayHealthy https://t.co/JErIiQfYiC,168,1246089333645307910,Fri Apr 03 14:57:03 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,nan,nan,nan,0.0
RT @mdubowitz: Joe Biden did not call for “lifting sanctions” on Iran. Nowhere does he say that the toughest economic and financial sanctio…,140,1246388533683785729,Sat Apr 04 10:45:57 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,40,nan,nan,nan,0.1
"RT @alertux: Scott Kelly, un astronauta que paso un año en el espacio compartió algunos consejos sobre el aislamiento.

Vía Pictoline

#Ale…",140,1246801531413954560,Sun Apr 05 14:07:04 +0000 2020,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,10,nan,nan,nan,-0.1
"RT @CerveauxNon: Applaudir au balcon à 20h ne sera pas suffisant !
""Après la crise #Covid19 tous dans la rue ✊"" https://t.co/4jV5Yag37z",135,1246927181785313284,Sun Apr 05 22:26:21 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,824,nan,nan,nan,0.0
"#5Abr Comisión Presidencial evaluó alcance de medidas de prevención del Covid-19 https://t.co/MkLe8fznlI

#NoticieroVenevision #Coronavirus #Politica #Venezuela https://t.co/QYhWm0PvYm",184,1246945714896277505,Sun Apr 05 23:40:00 +0000 2020,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1,0,nan,nan,nan,0.0
RT @bilarakib: من فندق الغراند في فيينا مجموعة من الطلاب السعوديين بانتظار عودتهم الى الرياض نزل احدهم  عند البيانو الموجود في بهو الفندق و…,140,1247104129190723584,Mon Apr 06 10:09:29 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,984,nan,nan,nan,0.5
RT @NoopurRajeMD: 1/I never tweet about personal issues—but this is way too important—I am COVID positive and asymptomatic and have been a…,139,1247128851001610245,Mon Apr 06 11:47:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,6763,nan,nan,nan,0.2090909090909091
RT @Conflits_FR: 🇫🇷 Pandémie de #coronavirus : la ville de #Nice va fournir «un masque réutilisable et lavable» à tous les habitants pour l…,140,1247202597754277889,Mon Apr 06 16:40:45 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1552,nan,nan,nan,0.6
"#CoronavirusOutbreak | Several of our healthcare professionals tested positive for #COVID19 at a #SouthMumbai facility, #WockhardtHospital. #BMC declares it as a containment zone.  | Follow LIVE updates here: https://t.co/JEj5TsjRA9 https://t.co/XDU5N2400c",256,1247398949612171266,Tue Apr 07 05:40:59 +0000 2020,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",15,4,nan,nan,nan,0.12121212121212122
"উপভোগ কৰক বলিউডৰ সম্ৰাট শ্বাহৰুখ খানৰ অভিনয় সমৃদ্ধ দূৰদৰ্শনৰ অতি জনপ্ৰিয় ধাৰাবাহিক  'চাৰ্কাছ' ।প্ৰতি দিনে বিয়লি ৩ বজাত কেৱল মাত্ৰ DD National যোগে।
#COVID19 
#IndiaFightsCorona https://t.co/94RyIEF8fB",203,1247599996259586048,Tue Apr 07 18:59:53 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,nan,nan,nan,0.0
Dix fois trop tard!! #COVID19 https://t.co/qu14uKICpy,53,1247631789595791360,Tue Apr 07 21:06:13 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,nan,nan,nan,-0.234375
RT @sarkodie: Live on @tv3_ghana soon #staysafe #COVID19 https://t.co/q0bq1eEibs,80,1247816882327076869,Wed Apr 08 09:21:42 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1031,nan,nan,nan,0.13636363636363635
"Today's total new #coronavirus 
cases in India? #Covid19India 
#Corona",70,1247922949656473601,Wed Apr 08 16:23:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,nan,nan,nan,0.06818181818181818
RT @va_shiva: The Deep State #FakeScience Establishment led by Fauci cares ZERO about the Immune Health of the American People. To them eve…,140,1248101933388369920,Thu Apr 09 04:14:24 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,9577,nan,nan,nan,0.0
RT @JohRomberg: Warum ist gerade die reiche Lombardei so stark vom #Coronavirus betroffen? Ein Grund: Rechtskonservative Lega und Forza Ita…,140,1248172359535730688,Thu Apr 09 08:54:15 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,9,nan,nan,nan,-0.16249999999999992
RT @iingwen: Taiwan opposes all forms of discrimination. I want to take this opportunity to invite @WHO Director-General @DrTedros to visit…,140,1248193878714277889,Thu Apr 09 10:19:45 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,20460,nan,nan,nan,0.05000000000000002
